Request ID,Text,categories,is_text_annotated
7325,"Want to fly on lower mileage Business/First award to Hawaii (KOA or OGG) from JFK or EWR in mid/late Jan. 2013 like we have done last 5+years.

United + American have virtually no low mile/saver awards available and when they do they involve 2 connections not 1.

Any idea on why they are being so restrictive with these awards and when/if they will become available?

Thanks.",,False
7321,"Hi,

We are flying back to Australia end of May leaving from San Francisco on Air new Zealand on one of there 747-400s.

My question is does anyone know if this plane has been refitted.

And if so what sort of seats are now available?

We are booked on premium economy.

Cheers",,False
7445,"We were travelling Adelaide - Sydney - Hong Kong - London with our 2 grandchildren and missed our connecting BA flight out of Hong Kong to London (our fault).

We contacted the Flight Centre emergency hot line and were told to see the BA desk first thing in the morning. BA would not help us as we had booked with a travel agent.

It wasn't until almost 18 hours later that we were told that all our remaining flights had been cancelled due to a no show and had to pay out an extra $6000 for new tickets.

We have since asked Flight Centre to give us a detailed breakdown of costs to see if it is worthwhile trying to get some of the money back. Flight Centre has refused to do this. BA terms and conditions state that they 'may' cancel the rest of the flights.

Has anyone else had a similar experience?",,False
6794,"Hi everyone.

I was wondering if anyone has flown AF on A380-800 Prem economy.

Could someone please tell me how their experience was as I am planning to fly on AF A380-800 from JFK - Paris.

THANKS.

P.S. DO YOU HAVE TO SHARE THE RESTROOMS WITH ECONOMY ON THIS FLIGHT",,False
6519,"We are planning a trip to London (not any time soon, so hopefuly the volcano will have calmed down a bit) and are weighing our options for Premium Economy class seats (World Traveller Plus on BA).

First Class is out of the question, but we would like to have more space for the long flight.

We are traveling from Austin, Texas, and based on the research I've done, we could go with either British Airways or Virgin Atlantic once we travel to a major hub, DFW, JFK, or ORD, most likely.

Any thoughts on which offers the best service in Premium Economy and the most comfortable seats?",,False
6687,"Our family of 5 went on vacation from Dallas to Fort Lauderdale during the last week of July 2012.

I seriously considered driving to save on money. But that would be over 24 hours in the van with 3 young kids, not counting all the stops we would have to make in between.

So, I decided to give Spirit a try. I had heard all the horror stories about them, so my expectation wasn't very high. All I wanted was to get on a plane at DFW and get to Florida in one piece the same day instead of 24hrs.

*****Customer Service issue 1.
I purchased 5 tickets, and the next day I was reviewing my purchase and to my horror I noticed my first mistake. I accidentally purchased 5 carry on bags instead of 5 check in baggage. Spirit is pretty strict with their refund policy. But I decided to call anyways. customer service was polite but reluctant. Eventually they gave me a full refund on the carry on which I used to purchased 5 check in bags.

*****Customer Service issue 2.
I elected not to pre-purchase seating. I was afraid that we would be spread out and not be seated together. So I wanted to check in online early right at 24hrs before the flight so we could at least be seated as a group. 24 hours came and I went online to check in but the link wasn't there. I called customer service and they told me that since I'm traveling with kids, I could not do online check in, I had to do counter check in at the airport. Again they were polite but in this case gave me the wrong info. The day of travel I looked online and the link was there, but I took their advice and waited till I got to the airport.

*****Traveling Day.
I wanted to be at the airport 3 hours early but things didn't go as planned. We ended up getting to the check out counter right at 5PM and our flight was for 6:45PM. They quickly checked us in and to our surprise we were all seated together 9ABCDE. We were able to quickly get thru security and we boarded and took off on time. The plane wasn't new but everything was clean and we had reclining seats. Something was rattling quite loudly during our takeoff from DFW. But once in the air it was smooth sailing all the way to FLL. The cabin crew was courteous but don't expect any frills. You have to purchase beverages or snacks if you want them Credit Card only no Cash. A can of soda is $3 and a bag of pretzel is $6. If you want something to drink or eat I recommend buying it before boarding. That's what we did.

*****Return Trip.
We got to the airport at 4PM for an 8:25 flight. Plenty of time. At FLL we didn't see any human check in counter for domestic travel. We had to use an automated check in counter. They have lots of them at FLL. I'm guessing at least 20. They have a customer service agent assigned for a set number of machines. She was very friendly and actually did it for us. the machine automatically spits out 5 boarding passes together. 17ABCDE. The plane was a brand new Airbus A320. Very comfortable seats, but they don't recline and they are close together. The flight was smooth and uneventful which is a good thing. Smooth sailing for 2 1/2 hours until we landed. We took off on time.

*****Rating.
All in all I would have to give Spirit an A. Given my expectation everything went as well as the big boys. So no complaints from me. I would definitely fly them again.

*****Advice.
-If flying as a family in our case 5, in pays to purchase the $9 fare club. It saved us a lot on luggage.
-Spirit has more rules than most airlines, so make sure you know what you're getting into. Use their rules to your advantage and you can save big on the price of a ticket.
-I'm short 5'8 so that wasn't a problem for me, but if you're a really tall person, or hefty you may want to pay extra for the big seats upfront.
-Last but not least give yourself plenty of time for this airline.

Good Luck.",,False
7194,"We are planning a trip to Vegas next summer for a bachelor/bachelorette party.

My mother in law has offered to let my 2 sons use her ff miles. She never has a chance to use them because most of her travel is in group tours. Delta's website says that only 30,000 miles can be transferred (I assuming at a time). The flights are 47,500 miles each.

How do we do this? Do they have to be transferred into each sons account?

My husband is also going and he will need a few of her miles. Can they all be transfered into his account and then book from there. When transfering can we put 30,000 in and then later 20,000 more? 

I'm confused please help! By the way, the girls are going half a week and then the guys the second half.",,False
6603,"we are flying to barbados on sat 17th april, does anyone know what plane and best seats on this plane?

Does this company ever upgrade on request please?",,False
6581,"I start my homeward journey tomorrow, TRR-CMB-DOH-LHR and have a few questions.

The itinerary was all booked through QR in business.

1) I assume there is no lounge at TRR?

2) What are the lounge options at CMB (one BA gold, one BA silver plus infant, travelling QR Jclass). Will the Sri Lanka lounges be available?

3) More of a query - but my baggage allowance is 3x23kg, my wife's 2x23kg and my son gets a stroller plus 10kg. The operating carrier on the TRR-CMB leg is Cinnamon air, and their fleet seems entirely comprised of 8 seater Cessna 208's.

If everyone brings their full allowance, it seems unlikely that it's all going to fit! Would they prioritise luggage in order of distance flown? I assume that it would be cheaper for them not to have to send bags all the way to LHR and would leave behind bags for those whose final destination is CMB (if necessary)

TIA",,False
6865,"I've booked the MSP to CDG flight in August. I've read and heard conflicting reports on amenities in economy. Has Delta added seatback TVs to the 767s that typically make this flight?

How about drinks served on the flight? Wine/Beer included?

Finally, are the Premium Economy worth the extra expense?

Thanks in advance for any insights!!",,False
7116,"Hello,

I booked a flight with ebookers with Lufthansa, Air Canada ist operator from Europe to Canada. I have several first names in my passport. I'm sure I entered them all, yet only the first one appears on my e-ticket.

Is this a problem?",,False
7295,"I am traving to Barcelona on Dec 1.

My route is Fresno to Phoenix, Phoenix to JFK, JFK to Barcelona. Is weather in New York bad during early December?

My layover waiting time in JFK is only 46 mins. Are there big chances of missing my flight to Barcelona?

I've only traveled on a plane once so I don't know much about layovers and check-in times. I bought my ticket on Expedia and bought the protection plan which allows me to cancel my flight once.

Would it be wise to cancel this route and choose the other option which is, Fresno to Phoenix, Phoenix to London and London to Barcelona. I would only pay around $60 more. The layovers would be around 90mins or a little more.",,False
6506,"I've purchased our tickets with Vueling and we're flying from Munich to Barcelona in about two weeks.

I also purchased seats so that we could check in online early. However, the boarding passes I printed out have me slightly puzzled in two ways:

First, in the ""Remember the steps to follow"" section, the first step is ""Check-in."" But we already checked in . . . that's how I got the boarding passes. Am I missing something? Do we still need to check in at the desk? We're American, if that makes any difference.

Second, in the ""Your Luggage"" section, it says you can have one bag of the specified size (55 x 40 x 20 cm, 10kg) as well as ""1 smaller item."" It doesn't list any specifics regarding the smaller item, but I really don't want to be penalized. Will my tote bag be okay? It's a standard tote bag in size. 

Also, will the weight of my tote bag count toward the 10kg limit? If anyone has any experience with Vueling regarding these questions, I would really appreciate advice.

Thanks!",,False
6662,i've booked with flight catchers and the ticket i've booked is non changeable. the flight is in march and i want to change it some how. Is it possible. Or is there a loop hole Would getting travel insurance be the answer????,,False
6530,"I am looking for recent reviews on these two airlines for an upcoming trip in August. Our options are travelling to Havana via Grand Cayman on Cayman Airways or via Cancun transferring to a Cubana plane.

Does anyone have any recent feedback on these two airlines? And for anyone who has completed the NY - HAV flight with Cayman Airways, was the layover time sufficient to board the connection and obtain a visa?

TIA!",,False
6546,"After reading the forum posts, I am assuming 1hr 45min will not b enough time to connect from ANZ (terminal 2) to American (terminal 4)?

I am flying business on ANZ and First on American so my Security Line should be quicker. Do they have electronic scanners as I have had a hip replacement? Does it make sense to get the eye scanner? I have to travel to Miami and I want the quickest possible way.

Thanks so much for any advice.",,False
6974,"Hi

My husband and I are off to the States next August. The ONLY thing that is non-negotiable is that we have to be in Salt Lake City on day X for a 7 night coach tour, returning to Salt Lake City for the flight home to the UK. And we may decide to stay an extra day SLC before flying home.

Just because we can, we'd like also to spend a week beforehand in Las Vegas (Grand Canyon etc). And just because, well, why not, we are also considering a few days that would mean flying into Cincinnati to see a couple of things that are of interest. This part we can ditch if it's too difficult to plan / bumps the price up too much. It's just a 'nice to do if poss'.

And no, I don't plan on going back to the States after this, since my holiday wish list already covers the next 10 years! But anyway...

1. I have an assumption in my head that it would be cheaper to fly from the UK to the same US city that we would fly home to rather than open-jaw / multi city. Am I right in thinking this?

2. Based on the above assumption, that it would then be cheaper for me to sort out the internal flights separately as I would then have more choice of airlines incl. the domestic airlines

3. There are too many combinations and it's doing my head in! eg Fly to SLC and from there to LAS to CVG to SLC or...SLC / CVG / LAS / SLC or.... fly from uk to LAS / CVG / SLC or ...hmm, I don't think I want to do UK to CVG as there are no direct flights, I believe.

4. I'm beginning to think LAS / CVG / SLC ( but is it then better to fly back to LAS for the return to the UK, or is the price difference not that great if I fly into one and out from another?)

5. If you have the slightest notion of what I'm going on about, I salute you, and thank you for any thoughts you may have that would help clarify things for me. I think it's just that because outside of the specific coach tour, we have no fixed plans, no fixed timescales and can go here, there and everywhere! I would like to go premium economy (or whisper it; if a sale comes up and we can find a business fare...! I only care about that UK to USA and back again. Don't care where we sit for the internal flights.

Many thanks for any thoughts!",,False
7054,"Wasn't really sure where to post this, but thought air travel as its the likely place you're going to need it ;-)

I have a UK passport and think it doesn't run out until 2015. Anyway, I read somewhere on another forum that you can get a new one up to 9 months in advanced. However I am getting married next year, and when I come home after honeymoon, I probably will change my name etc and would probably get a new passport.

I can't see a problem with this from what I've read. Anyway I would be off on honeymoon pretty much soon after my wedding in a couple of days, I suppose that it would be booked in my current name, all my bank cards etc would be in my current name as would my passport.

Anyway its a silly question as I've probably answered it myself, but I assume if I travel with my current docs, cards etc this shouldn't be an issue? As I wouldn't really be changing my name till I got home??",,False
7086,"Hi,

I could do with some advice on booking flights and travel for a fortnight in South Africa in August '11.

First the long haul flights from London. It seems like decades since I booked a flight to anywhere except Europe or the USA so I am not up to date. My fellow traveller is pretty much convinced we should get down to the nearest London travel agent or click on South African Airways right away (January), on the grounds that tickets will go up or flights sell out. Then it's done.

I reckon it could be worth waiting a bit. Do air fare prices drop significantly? Is it too early to hunt for a better deal, and what are the best search engines and web sites to check? How long should I wait?

Secondly, any advice on internal flights or other transport from Cape Town to Jo'burg? We plan a few days in CT and then go on to Kruger National Park. There is no way, incidentally, that we are going to wait until the last minute and hope for a cut price deal a week before departure. No way. Absolutely no way no matter how much cheaper. For the sake of my sanity if nothing else, this whole thing including booking internal flights, car hire, accommodation and safari lodge all has to be done pretty soon!

Thanks, Mike",,False
6512,"Hi

just booked the other day trough Opodo with easy jet to fly to Spain they were the only ones I could get correct airport/dates/times with, went through the process and when it came to paying by credit card they added £70 per head to price x 6 people it added an extortionate .£420 to trip I couldn't even book our 7 sets of golf clubs they just list luggage not sports equipment.

Complained and tried to cancel and get money back and you get passed to someone in India who you can't understand and they tell you to go direct to airlines to cancel, and when you do they just pass you back to Opodo , please on no account book with these people they are a complete and utter rip off, anyone else had the same problems and did you get refunded",,False
6510,What is the cheapest way to fly between these 2 cities ? Will flying via Bangkok or Singapore be cheaper ? Any other airlines beside Tigerairways and Jetstars ?,,False
6574,"I am scheduled to FLY an AA flight to the Caribbean in December, what chances this flight might not happen. Can I apply to fly with another carrier and not loose the money?",,False
6612,"As Aer Lingus are a partner of BA, does anyone know if Avios points can be used to book Aer Lingus flights to other European countries? If so can it be done online or do I have to call BA? Many Thanks",,False
6573,"I am traveling from malysia to bangkok, and in one of the tickets the tile(Mr/Mrs) is wrong. Instead of Mr its typed as Miss. Will this be a problem while boarding flight? Also in Bangkok the visa is on arrival, so can they also create a problem while issuing visa.",,False
6569,"Hi, folks.

I'm not familiar w/refitted 767 AC SFO or PDX to NRT. Are biz elite seats flat? I've been flying Delta metal 767ERs to Europe alot and wondered if they are the same type recline?

Also curious about the 333 or 332 seats, since we have option to fly SEA or LAX to NRT (all enroute to BKK) Next part of question--what about the 747-are those flat or nearly flat seats? Are any flat ""beds""?

Please and thank you to all!",,False
6586,"Does anyone know if 2 hours is enough time to transfer from Terminal 1 to 5 in Heathrow?

The website doesn't give any info. I'm aware that it may depend on if baggage is already checked though for onward journey but at time of booking through a website like opodo how do i find out if baggage will be checked through?",,False
6579,"We just had an experience where a delayed flight out of Cancun, caused us to miss our connecting flight in DC and it was actually the same plane!!!

There was an initial 2 hour layover which should have given us enough time to get through customs and make the flight. However the delay in canun resulted in a shorter window.

Knowing that the 15 passengers who had to make it though customs had not boarded, they made a decision to leave without us anyway. We were livid.

After a 2 hour wait at customer service at midnight, they gave us some food vouchers, $150 in travel certificates, and blankets. they couldn't put us up anywhere local. We boarded a flight 13 hours later.

I'm trying to navigate their website to make a complaint and can't find an option to do so. Is it likely they'll give me any further satisfaction?

Is there a link to send an email or otherwise make a complaint?",,False
6582,"hi

i am flying with emirates tomorrow but i cant find a solid answer anywhere on what type of plug it has? can i just put my australian laptop charger straight in or do i need an adapter? and if so which one? can i use the european or british one or do i need to bring a US one with me? i have a mac, will the voltage on the plane even power it properly?

thanks!",,False
6584,"2 questions flights vs603/vs604

1. Are any of the Economy seats better than others for an overnight flight ?

2. when exactly can you book your seats online before departure ?",,False
6606,hi pls am travelling on emirates economy to Ghana. i want to find out if i can have a ladies handbag in addition to my hand luggage? and will my handbag be weighed too?,,False
6611,"Hello

Can anyone tell me if Thomas Cook offer extra legroom seats and when can they be booked? At the booking stage or after and what is the cost?

Thanks Maureen",,False
6593,"Does anybody know the current prices onboard British Airways for Cigarettes or have an idea where one would find this information or what price they are in Duty Free in Gatwick Airport?

For the sake of an Example : Benson & Hedges Gold x 200/400 It would be annoying for me to wait till I'm onboard the flight only to realise they would have been cheaper in Duty Free on the ground as it would be too late then.",,False
6622,"We're flying to Anguilla in May on US Air, connecting in Charlotte from DCA.

Is 1 hour enough time to make the connection?

Are there any special procedures for connecting to an international flight, or will we and our bags be checked all the way through for us from DCA?

I know we'll have to get/recheck our bags and clear customs when we connect in Charlotte on the return flight, so we'll leave extra time for that.

Just wondering how to plan for the outbound travel.

Thanks in advance...",,False
6619,"Hello,

I was trying to book a connecting flight to Paris through Heathrow and was wondering how long will it take to get to T5 from T3.

I am flying Virgin Atlantic to London and then British Airways to Paris. My flight lands at 10:00 am and I am looking to book the 1:30 flight to Paris.

Will this allow for enough time?

Also, will I have to go through custom with my luggage when I land in Heathrow or will Virgin transfer my luggage to British Airways?

Thank you in advance!",,False
6625,"Aloha,

so I'm thinking of flying Business Class on Korean Airlines flight 54 from Honolulu to Bangkok w/ a tiny lay over in Seoul in April of 2012 .

I've flown KE before like 10 years ago, but in coach. The service was impeccable. However, I am getting medical surgery in BKK and want to now make sure that I travel super comfie and all I can afford would be Business Class.

Do any of you know if the flight 54 which is a Boeing 747 - 400 has been updated in business class ? Do the chairs lie at 170 degree angle like the airbus a330's do?

Any recommendations? I just don't want to spend money on Business class only to have crap seats. I want Comfort!!!!

Please help... Mahalo..",,False
6639,"I am using Monarch for the first time to Lanzarote and wonder if anyone can help me with getting the best from the flight.

What is the earliest time for checking in at Gatwick? We have a 7am flight and tend to get at the airport at 2am...will we beable to checkin so as to go through to the airside part of the airport so as to enjoy the shopping!

What are the best seats? There are two of us flying and my partner likes an aisle seat. Also, we like to be at the front (also handy to enable us being one of the first ones out).

Are there good/bad seats? Do they have 'premium' seats, is there a cost and is it worth it? We do not have meals on the plane, having a tea each at most.

Any tips or info regarding Monarch would be greatly appreciated.",,False
6635,"Hi there

Just booked a week in nyc with BA never used them before was just wanting to check a few things.

We fly out of Aberdeen to Heathrow is it true in saying the luggage will go through from abz to nyc , and we don't have to check in again in Heathrow just have to go to flight connections , and the luggage situation isnt that clear on website do we need pay extra to have luggage in the hold.

Thanks",,False
6638,"We are flying out of Newark to Naples, Italy, via Frankfurt.

There's a 2.5 hour layover. I think that will be ok. However, our return flights--from Venice to Frankfurt, then on to Newark, has only 1 hr 25 min. layover.....will we have enough time to make that Newark flight?

Luggage will be checked right through, but what do we have to do once we land in Frankfurt for the trip home? Security long lines?

Please help!",,False
6628,"I would like to make a couple of stay over stops en route to Australia. I really would like to go somewhere I have not previously been.Can anyone recommend stop offs other than Dubai, Mumbai, Singapore ? The Phillipines apeals but is it feasible?

Has anyone got any good ideas?",,False
6677,"I found a terrific fare on this site today for open-jaw MIA-FCO, VCE-MIA next March, less than $600. It beats anything I've found so far, but I know nothing about the site. They won't tell you the airline until after you've booked, but I can tell by the times that it's Alitalia all the way.

Are they legit? Has anyone out there used them?",,False
6680,Is LionAir Indonesia one of the worst carrier? Pilots go on strike instantaneously without announcement leaving travellers completely stranded for hours. Their ground staff in Singapore is very rude and curt?,,False
6649,"I was looking through some posts, but many of them don't seem to be recent regarding this airline.

We see a chance to book them flying from Tokyo to Munich (via Moscow) and flight is actually a code share with JAL for the Tokyo-Moscow leg, and then S7 for Moscow-Munich.

My concern is not the price (at about 950 dollars that is as cheap as you can find this late flying to Europe), but rather the payment process. You need to book through S7's website, where you will be billed in roubles.

On thing is, I am not sure what the exchange rate might be (though at this price, hould be negligible), and I understand we would qualify for air miles within the One World group.

I was just wondering if anyone has booked longer haul tickets with S7 and had any problems, etc. I saw a few people had problems, but usually with the domestic flights within in Russia (S7 is the largest domestic carrier in Russia).

I would also be concerned about communication if there were problems, as some people said there were no English speaking staff available (and my Russian is pretty non-existent).",,False
6682,"Has anyone ever used AirfarePlanet.com to purchase airline tickets from US to overseas? What was your experience? Did you get to select seat location? If traveling with another, were you sitting next to each other? I've never heard of this website but the deals are super and wanted to get feedback! Thanks!",,False
6700,"are Thomsonfly previously known as Britannia?

may sound real silly of me asking, just we have that Airline show out here in Oz and it seems this may be the case?! Although this charge occurred some years ago?! Any input appreciated.

Also, have their service remained the same or gone down hill or?

Many thanks",,False
6709,"Still juggling options for flights from Oz to London.

For those who have travelled more than I (most of you!) which would you choose?

1. It's about the money - can afford Premium in Qantas and BA, and could stretch to Business with Malaysia or Thai.

2. It's about safety reputation (nervous flyer) and comfort.

3. Will do 24 hour stopover on the way to sleep and stretch legs etc, but want to retun via good Asian shopping hub (not Singapore) for 3 day retail extravaganza!!

Look forward to your opinions.

Cheers!",,False
6713,"We are scheduled to fly this airline from Dusseldorf to Newark in July. Has anyone used them? Our reservation under meals states ""none"". No food on a transatlantic flight doesn't seem right. Should we be concerned?",,False
6731,"Flying Emirates direct to Bangkok, First time overseas as well.

Which is best, window or not ?

Does anyone know if new airport has lockers to leave luggage while off treking ?",,False
6725,"Hello,

does anyone know whether security scanners in airports can be harmful during pregnancy?

Do the 'x-ray' scanners, such as those at Manchester airport, pose a greater problem than an ordinary scanner?

I hope I have made my questions understandable.

Thank you in advance for your responses.",,False
6723,"For those of you who travel internationally,

could you share with me the dimensions of your carry on luggage? I'm going to buy new wheeled carry ons for my husband and myself for Christmas and in doing the initial research I read that the size restrictions are slightly smaller on internation flights vs. domestic.

Domestic seems to be ok at 45 linear inches (21x14x9) but is it true that international flights should be limited to 42 linear inches (19x14x9)?

Also, your thoughts on spinner wheels vs. inline - it seems like the spinner wheels stick out considerably from the sides of the bags - does this interfere with fitting into overhead bins?

It seems like the spinner wheels would be easier in maneuvering than the inline ones?

Thanks so much for your insights!",,False
6738,"Hi there,

Quick question, does Ryan Air fly into the main airport in Brno? or is it like Barcelona where the airport is a different city and you need to take a bus to get to your destination?

Thanks for your help!",,False
6746,"We're thinking of flying into NY before heading to Florida. (may stay over but unsure yet)

Itinery is still in the planning stage so I'm wondering which airlines go from Newark and JFK to Florida.

Also, are one way tickets charged at a premium rate or do some of the economy airlines quote separately?

We'll be coming from the UK so if not staying over in NY would need to book into the correct airport for onward travel.

Your advice is much appreciated.",,False
6765,"Just wondering if once you actually got to the airport, were your flights kosher, on time and legit? Anyone out there have anything positive to say about smartfares at all?",,False
6782,"We are travelling from LAX to Cancun on 10th Sept Our flight is 10:20am and need to drop hire car off at Alamo at 9020 Aviation BLVD Inglewood CA 90301

So hopefully Alamo will supply a shuttle to LAX airport.

Could someone let me know what time we need to be at airport before our 10:20am flight to Cancun. And maybe advise if Alamo supply a shuttle to LAX airport.",,False
6783,"I'll be traveling on American Airlines from JFK to San Diego originating in terminal 8. I'll have access to lounges in terminals 1, 4 or 7.

Is one of them closer than another to terminal 8 and might it be workable time-wise with the 1.5 hour early arrival?

Thanks.",,False
6774,"Daughter has narrowed her Las Vegas trip down to 2 options.

One is with US Airways from Manchester via Philly with a 2 hour layover and the other is with United via Newark with a 5 hour layover.

Now, is the 2 hour option a bit tight to get through Immigration, customs and pick up bags and re check or should she play safe with a 5 hour layover and relax with a meal/drink??

She will be flying mid June.",,False
6770,"We are going to Sardinia 2 weeks June/July with our 2 sons (6&9).

Anyone who can recommend a very good hotel with a good pool area AND a nice beach by the hotel.

We are thinking of Hotel Gabbiano Azzurro, anyone who has been there?",,False
6781,"Hi.

We are from the UK and are travelling to LA, Vegas next year. Our flight (air Canada) means we having a connecting flight in Canada. What visa's do we need? Does a US visa cover us for both America and our short stop in Canada?

Also I have an EU standard passport, not a chip one does this matter? Doesn't expire til 2016.

Thanks.",,False
6795,"Looking at going to Vegas next year for our honeymoon and sort of trying to work out at how much it will cost for the flights??

We are thinking of going in September for 2 weeks and will most likely be flying from London.

Anyone roughly know how much it will cost please? oh and direct flights by the way

Thanks",,False
6798,"This is our 1st flight, ever.

We are flying from Arkansas to Atlanta in a CRJ. From Atlanta to LGA in a Boeing 757. From LGA to Atlanta in a MD-88 & back to Arkansas in a CRJ.

Will any of these flights have movies? 1 main movie? Individual seat movies?

Just wondering if we need to take Tablets with us?",,False
7403,"Hello,

My bf and I are off to Europe and USA in Nov - Dec 2012 .

Travel insurance direct are offering an amazing package at a great price :-) 

had anybody used them before ? Is this too good to be true ? Are they a hassle to claim from etc ?

Thank You :-)",,False
6812,"Can any one advise if they have had any luck or know if Strategic Airlines allow for paid upgrades to Business at the airport upon check in?

Also if so how much $$ they ask for?

Looking at Melbourne to Phuket.",,False
6801,"Has anyone managed to book flights to thessaloniki or alternative airport for halkidiki region for may 2015?

We travelled this year with easyjet MAN-SKG but only able to book for up to march 2015. Is this route due to become obsolete or is this normal?

Don't want to book early discount rate for hotel to then find we have no way of getting there!!

Thanks in advance",,False
6843,"My main concern is the extra fees.

I m traveling to Orlando,FL for the first time and I booked my airplane tickets through united but I wanted to see about booking hotel+car through expedia.

The price looks too good but I m not sure if thats the total price? I was wondering if the airlines charge you addtional fees or if theres any extra fees besides the price that you pay ahead of time for the rental car?",,False
6824,Hypothetical question ... space for hand luggage is obviously limited on the aircraft. At what point can you be stopped at boarding and told there is no room for your hand luggage and it has to go in the hold? Can you not just put it under the seat in front of you?,,False
6839,"I have repeatedly tried to E-mail Ryannair, but they won't let me.

Not only that, but they refuse to let me type my full confirmation number to manage my booking.

Plus, their web site doesn't even include the city I'm flying from(I already HAVE my E-Ticket)! I simply want to ask them if my carry-on luggage meets their requirements. I already used the same luggage to carry on board Tiger Airlines, which is an Asian regional airline, but not all airlines use the same criteria.

What to do? More import, how can I E-mail them?",,False
6852,"I have regularly (before they started the bid system) flown the Manchester to Abu Dhabi route with Etihad and paid at the airport to upgrade from economy to business.

Do Emirates offer this? I would be flying Manchester to Dubai. Have Etihad now stopped the at airport upgrades due to the bid system?",,False
6853,"How is the wifi on united and to watch Netflix can I buy the standard or do I need to upgrade to the higher level?

How much was it for flights Edmonton - Houston approximately? It doesn't say cost on website since it varies.

Thanks:)",,False
6864,"I purchased a Samsonite TSA Approved Luggage lock. When I travelled through the U.S., they just took a bolt cutter to the lock. They took property from my luggage (a lighter) and never told me they removed it.

The Americans don't care if you have one of these TSA approved locks that they can open. They will cut it. So don't buy it. I wonder when I will be advised that they stole my lighter? Yes, I say stole, because they did not tell me they confiscated it and kept it. They should at least have to notify you about anything that they take from your luggage.

This is a very slippery slope. What if this were a $750 gold lighter? What if I had jewelery?",,False
6891,"Hello

I'm travelling to Mykonos in September from London and am currently looking at flights and feel this is our best option. Olympic from London to Athens (arrives 5.45pm) and then catch another Olympic flight to Mykonos which departs Athens at 6.45pm.

If we book both on Olympic will we be able to check our bags in at Heathrow all the way to Mykonos? Will we have to clear customs and immigration at Athens or Mykonos if we check our bags through and we are on connecting flights? Is 1 hour enough between these flights?

thanks for your help",,False
6882,"Does anyone else think the airlines are getting way too ridiculous?

We are a family of 17 (grandparents, children, spouses and grandchildren.

This Februarywe booked round trip to Jamaica six months ahead and just put the $100. Deposit to be guaranteed a seat. A month out we started to book seats. Two families were able to beg to get seats together. My one daughter was told by two agents that she shouldn't worry, the day of travel she would find seats together because she has three young children, one autistic.

The day of, at 6 am for a 7:49 flight, she was told that there was only room for herself, her husband and one of her children! They OVERBOOKED, the USAir reps said they have the RIGHT to overbook even though we had paid for a seat and two children would have to stay behind. REALLY?

What is wrong with the Airlines today? The next flight out that was not also sold out/overbooked was the NEXT DAY! Great family trip...

So now we are again booking a trip in FEBRUARY 2016 and I have NO ALTERNATIVE but to pay IN FULL for the seats TEN MONTHS AHEAD to be guaranteed we won't be bumped. What a rip-off! SO they get to use 17 Airfares. - a whole hunk of $$$$$ - for ten months! RIDICULOUS!!!

Who is looking out for US???",,False
6890,"I am looking to book 3 tickets to Naples IT, for next June (2009) out of Orlando FL, would it be better to book as soon as I can or wait until April or May or even last minute for a better price?

Also how is British Airlines as a company? Any good or bad experiences?

Thank you!",,False
6896,"Hi.

Any new ideas to help jet lag on arrival after long haul flight Perth to LA? Are those chewy jet- ease tablets worth it they sell - I think they are natural based? Anything else can do?

Also I don't sleep on flights - on economy - anything I can take with me to help? Was thinking of taking a cheap full size pillow? Other ideas. On Cathay or air New Zealand economy class.

Please help!",,False
6897,"Hi

I notice a recent press release saying Ryanair 2014 summer flights are now out.

Is this for every flight path ? I go to Bydgoszcz from Glasgow Prestwick quite often but there are no flights on show after April.

Does anyone know if this flight path is cancelled or if the flights have just not been loaded on as yet ?

Thanks Mark",,False
6903,"Hi all - Does anyone know if all the restaurants, etc are still closed in the terminal because of all the construction and if so, how much longer they will be?

We are flying out of that terminal the 1st week of August and would like to be able to grab a quick bite + get something to take with us on the plane.

If everything is closed what would our options be?

Thanks for your help!",,False
6905,"Hi Friends,

I plan to stay in Alphen Club Germany. What is the best economic class flights & how long it takes. What is the nearest Airport.

Thank you & regards, Michael",,False
6917,"I am about to jump on a plane to eventually get to Belfast to study abroad.

My question is, does anyone have experience booking with Air Canada with a code share with air lingus dealing with baggage?

My trip is thus, MCI 4:20pm to Toronto 7:30 pm (25 hr layover) Toronto 8:30pm to LHR 9:50 with (1:25hr layover) LHR 11:10 to Belfast I know that in Toronto I will have to recheck my bags.

Does anyone know if i will have to pick up my bags and re check them in London? I have looked all over both airlines websites and i cant seem to find the answer. I tried to call Air Canada to find out and i was put on hold for 2 hrs the first time and 1hr the second time i tried.

This is my first international flight and is my first time flying by myself. Im just trying to find out and kinda have a schedule for what im doing. I know that i have to check in with the air lingus counter in London.

I just worried that i am not going to have enough time to make my flight if i have to recheck my bags. Thank you for any advise!!

Like i said this is my first time flying alone so anything is very helpfull!",,False
6898,"I probably already know the anser to this but hey yu have to hope Has anyone used ""FlyMeBusiness""? and if so are they genuine ? Thanks Jann",,False
6920,"Hi

I booked my holiday to Lanzarote through an online website, we are flying with Aer Lingus but I've just become aware I have to provide ""advance passenger information""

This itself isn't a problem but when I go to the Aer Lingus website to give my details I find it won't let me as I did not book direct through the site.

This is also the problem when I try to pay luggage fees. Has this happened to anyone else and how do I fix it?

Thanks Jolene",,False
